scope,scenario,long_rule,short_rule,mode,instruments,eligible,positive_net,positive_gross,median_cagr,median_drawdown,median_full_return,positive_common,thin,thin_short_full,exhausted,trades,median_short_trades,short_contribution_positive,median_delta_long,median_delta_shared,improved_long,improved_shared,less_drawdown_long,improved_both_long
Major companies,r05_r24,r05,r24,both,22,22,9,15,-0.012089296866501231,-0.5784754745243389,-0.0843710776808459,8,0,0,0,2000,41.0,0,-0.08858917838281799,0.02897213065013471,0,20,0,0
Major companies,r06_r00,r06,r00,both,22,22,7,7,-0.033239487737192874,-0.728839694874927,-0.3021384705228518,7,0,0,0,514,11.0,0,-0.17520284449436507,-0.005820400946208448,0,6,0,0
Major companies,r06_r01,r06,r01,both,22,22,17,18,0.06107952660408267,-0.5728738388750098,0.7452635441262887,18,0,0,0,696,17.0,0,-0.07048046640626016,0.09899917823466664,0,20,0,0
Major companies,r06_r02,r06,r02,both,22,22,14,14,0.03500277442677735,-0.5962039613729602,0.4607132868385643,15,0,0,0,626,15.0,0,-0.08320426535233333,0.07929514835419482,0,19,2,0
Major companies,r06_r03,r06,r03,both,22,22,19,20,0.0634644719382198,-0.5655171424536778,0.6638555661524111,19,0,0,0,722,18.0,0,-0.06182409749247747,0.10571139662382739,0,20,0,0
Major companies,r06_r04,r06,r04,both,22,22,19,20,0.06080084939565589,-0.5653939162598758,0.6897342630953931,19,0,0,0,710,17.5,0,-0.062175529721280154,0.1117453282249895,0,20,0,0
Major companies,r06_r05,r06,r05,both,22,22,17,19,0.0537169385682329,-0.5770098944942066,0.6813197860246285,19,0,0,0,673,16.0,0,-0.06722546628629855,0.09718722047760198,0,20,0,0
Major companies,r06_r06,r06,r06,both,22,22,7,9,-0.03232278301795688,-0.7194595738003671,-0.3160422551873632,8,0,0,0,486,10.0,0,-0.17392964340014566,0.0,0,0,1,0
Major companies,r06_r07,r06,r07,both,22,22,17,19,0.07534977346294802,-0.5466277899628582,1.024163494468174,17,0,0,0,643,14.0,0,-0.06362396240518198,0.10113130924542835,0,20,2,0
Major companies,r06_r08,r06,r08,both,22,22,14,16,0.042737592234735944,-0.5966694692797545,0.4992605138613394,15,0,0,0,593,13.0,0,-0.07868197203775013,0.0744624596395343,0,19,4,0
Major companies,r06_r09,r06,r09,both,22,22,19,20,0.06926514656344096,-0.5611484147406436,0.8355761678326713,19,0,0,0,667,15.0,0,-0.06047485480576792,0.10990827974622625,0,20,0,0
Major companies,r06_r10,r06,r10,both,22,22,19,20,0.06843397784483907,-0.5464956305243367,0.7976510324610779,19,0,0,0,658,14.5,0,-0.06335666105236704,0.11083918743471532,0,20,0,0
Major companies,r06_r11,r06,r11,both,22,22,19,20,0.07361691461253883,-0.5534868304919531,0.8553649564460608,19,0,0,0,625,13.0,0,-0.060122090777130266,0.09711378722179737,0,20,2,0
Major companies,r06_r12,r06,r12,both,22,22,6,8,-0.03868874077742007,-0.6854216776476796,-0.3564796662888447,8,0,0,0,471,9.5,0,-0.152401073621812,0.0,0,8,1,0
Major companies,r06_r13,r06,r13,both,22,22,18,20,0.07099979109936105,-0.54139092770972,1.0239743423998007,18,0,0,0,629,13.0,0,-0.06408952322243522,0.10172262012072913,0,20,2,0
Major companies,r06_r14,r06,r14,both,22,22,14,15,0.0451143610772905,-0.5854891057470526,0.549877308405442,15,0,0,0,586,12.0,0,-0.07849100469579323,0.076743056368133,0,19,4,0
Major companies,r06_r15,r06,r15,both,22,22,20,20,0.07407048791777393,-0.5340352451083389,0.884666857442328,20,0,0,0,650,14.0,0,-0.05554914915074488,0.1091153093700225,0,20,0,0
Major companies,r06_r16,r06,r16,both,22,22,20,20,0.07232597256306728,-0.5353259977138143,0.8548073567160525,20,0,0,0,643,14.0,0,-0.05793135895299295,0.11186458937354071,0,20,0,0
Major companies,r06_r17,r06,r17,both,22,22,18,20,0.06509811019558287,-0.533840951274016,0.933310396063842,19,0,0,0,614,12.0,0,-0.05902853522135043,0.09712322104653054,0,20,2,0
Major companies,r06_r18,r06,r18,both,22,22,14,14,0.05524048487744382,-0.6149718383384284,0.6007197231423079,13,0,17,0,383,3.5,1,-0.0858291275144768,0.06034562626930462,1,19,3,1
Major companies,r06_r19,r06,r19,both,22,22,22,22,0.11150074463316784,-0.506214683183889,1.845524294040735,21,0,10,0,436,5.0,1,-0.023313614738587507,0.13064666303626793,1,22,4,1
Major companies,r06_r20,r06,r20,both,22,22,20,21,0.09787323279019156,-0.5275391808020373,1.44422242320861,21,0,13,0,417,4.0,1,-0.028334187526379728,0.12448788411992368,1,22,3,1
Major companies,r06_r21,r06,r21,both,22,22,21,22,0.10373364335188762,-0.5232923369427183,1.686411130708383,21,0,9,0,446,5.0,0,-0.02641208443756704,0.1436999769769327,0,21,1,0
Major companies,r06_r22,r06,r22,both,22,22,21,22,0.10280151286149963,-0.513922145293199,1.686411130708383,21,0,9,0,444,5.0,0,-0.028438678498923897,0.14610229778698114,0,21,1,0
Major companies,r06_r23,r06,r23,both,22,22,22,22,0.10674754855373159,-0.5028800243136646,1.9716640707950834,21,0,11,0,430,4.5,0,-0.023393534456164544,0.13252737645233437,0,22,3,0
Major companies,r06_r24,r06,r24,both,22,22,19,20,0.06843397784483907,-0.5464956305243367,0.8128533564540794,19,0,0,0,659,15.0,0,-0.06335666105236704,0.11083918743471532,0,20,0,0
Major companies,r07_r00,r07,r00,both,22,22,0,0,-0.13911628699182804,-0.8128948852942415,-0.7916984422108508,0,0,0,0,1276,27.0,0,-0.19069296203941472,-0.09141968525392263,0,0,0,0
Major companies,r07_r01,r07,r01,both,22,22,4,7,-0.06307391738387663,-0.6528116519987435,-0.5099291315364809,3,0,0,0,2169,50.5,0,-0.10589437361946014,-0.020043233471529864,0,2,0,0
Major companies,r07_r02,r07,r02,both,22,22,1,2,-0.10476988661007225,-0.760592512567865,-0.6673403586952588,0,0,0,0,1761,39.0,0,-0.1516841000591332,-0.060519275531229044,0,0,0,0
Major companies,r07_r03,r07,r03,both,22,22,5,7,-0.059394513707715535,-0.651398560162293,-0.4621581165797269,4,0,0,0,2259,53.5,0,-0.0986950751505789,-0.012341032106191974,0,8,0,0
Major companies,r07_r04,r07,r04,both,22,22,5,8,-0.06541983276819496,-0.6574627014995577,-0.4768984078188836,4,0,0,0,2229,52.0,0,-0.09800955740050016,-0.012588294606598383,0,8,0,0
Major companies,r07_r05,r07,r05,both,22,22,4,6,-0.06486191666383295,-0.6720444601486888,-0.5000729469211702,3,0,0,0,2106,47.0,0,-0.12210877193092884,-0.02778777263520732,0,4,0,0
Major companies,r07_r06,r07,r06,both,22,22,0,0,-0.11744475393519033,-0.7752896981215863,-0.698426092870226,0,0,0,0,1186,21.0,0,-0.15511354125711863,-0.0649334945178045,0,0,0,0
Major companies,r07_r07,r07,r07,both,22,22,4,7,-0.048685139949601164,-0.6201920877658494,-0.38207945291166373,4,0,0,0,1912,38.0,0,-0.09324693340175638,0.0,0,0,0,0
Major companies,r07_r08,r07,r08,both,22,22,1,3,-0.08226376798105273,-0.6629534816851943,-0.5600673713375359,1,0,0,0,1625,30.5,0,-0.1295213822332405,-0.02869385050737222,0,3,0,0
Major companies,r07_r09,r07,r09,both,22,22,5,8,-0.04455762390654677,-0.6071730091382034,-0.3442319173254398,4,0,0,0,1978,40.5,0,-0.08361773397066014,0.011827487149134508,0,16,0,0
Major companies,r07_r10,r07,r10,both,22,22,6,9,-0.04524077782782543,-0.6147235518666384,-0.33660192762761565,4,0,0,0,1960,40.5,0,-0.08668616192884054,0.008201211934641739,0,15,0,0
Major companies,r07_r11,r07,r11,both,22,22,4,8,-0.05222008915520554,-0.6268513099310437,-0.38266144708935473,4,0,0,0,1871,35.5,0,-0.09548255090996766,0.003237766834079725,0,12,1,0
Major companies,r07_r12,r07,r12,both,22,22,1,2,-0.07058486698428951,-0.6338431734764493,-0.5626505835337818,1,0,1,1,1081,11.5,0,-0.12418123596009689,-0.019703289368037114,0,3,0,0
Major companies,r07_r13,r07,r13,both,22,22,7,13,-0.026465637357659777,-0.5407832212918472,-0.1564160876051412,7,0,0,0,1504,20.0,0,-0.07224774080786928,0.02266917777007066,0,17,0,0
Major companies,r07_r14,r07,r14,both,22,22,6,8,-0.04431565150012029,-0.6066990337900635,-0.38063426355964175,6,0,0,0,1411,17.5,0,-0.09033296204795671,0.0015739692579811448,0,11,0,0
Major companies,r07_r15,r07,r15,both,22,22,9,13,-0.012574663679734088,-0.5224166216782229,-0.09963679467611392,8,0,0,0,1533,20.5,0,-0.0576251984203901,0.030921778926613297,0,19,1,0
Major companies,r07_r16,r07,r16,both,22,22,9,12,-0.015659012555695184,-0.5133649220674169,-0.11437615470125573,8,0,0,0,1526,20.0,0,-0.054437438219783085,0.02973117756163768,0,19,0,0
Major companies,r07_r17,r07,r17,both,22,22,8,11,-0.012746945969828505,-0.5262452511318252,-0.13995465166926846,8,0,0,0,1484,18.5,0,-0.06013539959302994,0.030645583223265993,0,18,0,0
Major companies,r07_r18,r07,r18,both,22,22,8,12,-0.01817720342968232,-0.5913313230235079,-0.11181375584870357,8,0,16,0,1100,4.0,1,-0.07402431240539709,0.024070166821358485,1,12,1,1
Major companies,r07_r19,r07,r19,both,22,22,16,18,0.023197320405113464,-0.42412538636004365,0.2654825587108819,15,0,8,0,1209,5.5,1,-0.02377763796349619,0.0729474034938476,1,22,0,0
Major companies,r07_r20,r07,r20,both,22,22,14,17,0.019425918193908265,-0.461307359617667,0.21909968156012638,13,0,12,0,1176,4.0,1,-0.030601305454325933,0.053918623764120766,1,22,1,0
Major companies,r07_r21,r07,r21,both,22,22,17,19,0.0120674565898502,-0.43713047462630916,0.20084676717466066,16,0,7,0,1220,6.0,0,-0.022025912649024315,0.07561731827702517,0,22,0,0
Major companies,r07_r22,r07,r22,both,22,22,17,19,0.011785829253542879,-0.45090569389398577,0.16936374250502395,16,0,7,0,1218,6.0,0,-0.024606342454594365,0.07194717918266103,0,22,0,0
Major companies,r07_r23,r07,r23,both,22,22,15,17,0.028160586667331455,-0.42338657144794967,0.3140001551241377,14,0,10,0,1202,5.5,0,-0.025837111693512826,0.0713595641484071,1,22,0,0
Major companies,r07_r24,r07,r24,both,22,22,6,9,-0.0451266758574938,-0.6147235518666384,-0.3629721890659645,4,0,0,0,1962,40.5,0,-0.08668616192884054,0.008390136055563213,0,15,0,0
Major companies,r08_r00,r08,r00,both,22,22,4,5,-0.06445374892093059,-0.7633877433959584,-0.5263715330024314,5,0,0,0,726,16.0,0,-0.20074577753336936,-0.07348454072894994,0,2,0,0
Major companies,r08_r01,r08,r01,both,22,22,14,18,0.025069262572838924,-0.5903565523843111,0.2364228911236942,18,0,0,0,1046,25.5,0,-0.0768391983510539,0.014652656629272953,0,16,0,0
Major companies,r08_r02,r08,r02,both,22,22,12,13,0.016265090535346083,-0.6251082673517268,0.152975643336144,13,0,0,0,935,22.0,0,-0.10190146695550928,-0.02111025607778544,0,4,0,0
Major companies,r08_r03,r08,r03,both,22,22,17,19,0.03156101940666556,-0.5760359754493296,0.32803493617520507,18,0,0,0,1088,26.0,0,-0.0670256330417528,0.022634286457944464,0,16,0,0
Major companies,r08_r04,r08,r04,both,22,22,17,19,0.032671393018910644,-0.5783856313412437,0.3870528545938593,18,0,0,0,1074,26.0,0,-0.06740001003354934,0.018594686327816357,0,16,0,0
Major companies,r08_r05,r08,r05,both,22,22,14,17,0.02766356338294751,-0.5847634204437606,0.19571502510516026,17,0,0,0,1021,24.0,0,-0.0778562423976965,0.016844891111993165,0,14,0,0
Major companies,r08_r06,r08,r06,both,22,22,6,6,-0.07156248730495068,-0.7581151443748941,-0.5300356780974533,6,0,0,0,671,13.5,0,-0.17651279979430123,-0.04613931788646314,0,1,1,0
Major companies,r08_r07,r08,r07,both,22,22,18,18,0.04629756540416752,-0.5686592881666068,0.40991255207889465,18,0,0,0,935,19.0,0,-0.06120900892628467,0.025928646978456038,0,18,0,0
Major companies,r08_r08,r08,r08,both,22,22,12,13,0.02096039684301243,-0.5648207228129822,0.1800057857187436,13,0,0,0,852,17.0,0,-0.09160473942242348,0.0,1,0,3,0
Major companies,r08_r09,r08,r09,both,22,22,18,19,0.05470697577053729,-0.5613955303607701,0.6262127256629998,18,0,0,0,966,21.0,0,-0.05367558095776592,0.030613599276499814,0,17,0,0
Major companies,r08_r10,r08,r10,both,22,22,17,19,0.05691865898331938,-0.545056062418999,0.6348710439301664,18,0,0,0,957,20.5,0,-0.05498258247451082,0.034531973169935726,0,17,0,0
Major companies,r08_r11,r08,r11,both,22,22,16,18,0.04941694195055801,-0.5697180884283333,0.44515856344782445,17,0,0,0,915,18.5,0,-0.06143500889764586,0.028421848068301614,0,18,0,0
Major companies,r08_r12,r08,r12,both,22,22,6,7,-0.04601751030044149,-0.6753637253358882,-0.4246360930858404,7,0,0,0,634,10.5,0,-0.15506797441212256,-0.04209813752681563,0,2,1,0
Major companies,r08_r13,r08,r13,both,22,22,16,19,0.045625289831306426,-0.5596260927447583,0.4489377295434507,17,0,0,0,837,15.5,0,-0.06872094062802248,0.031816862557168424,0,17,1,0
Major companies,r08_r14,r08,r14,both,22,22,14,16,0.021056132290459106,-0.5493344291327966,0.350713712181132,16,0,0,0,786,14.0,0,-0.09337740530856653,0.009788521121376959,0,12,4,0
Major companies,r08_r15,r08,r15,both,22,22,19,21,0.05752557050830631,-0.5469119499107695,0.5102705674866022,18,0,0,0,860,16.5,0,-0.05556191383757081,0.03891501249682655,0,17,1,0
Major companies,r08_r16,r08,r16,both,22,22,19,21,0.057713944864165256,-0.5331490185392922,0.5092895571227094,18,0,0,0,853,16.5,0,-0.056869842732603426,0.0370359784522431,0,18,0,0
Major companies,r08_r17,r08,r17,both,22,22,15,18,0.05332314506188518,-0.5288878444283964,0.6208896100249471,17,0,0,0,823,15.0,0,-0.06671587840587156,0.031073210382775385,0,18,0,0
Major companies,r08_r18,r08,r18,both,22,22,14,14,0.038019392927215234,-0.6310847742689849,0.5457692755903254,14,0,16,0,557,4.0,1,-0.08464703182991029,0.0025248882616241697,1,11,1,1
Major companies,r08_r19,r08,r19,both,22,22,20,22,0.08392105831329866,-0.5024846461380881,1.153008672645589,22,0,8,0,612,5.5,1,-0.02740510751612457,0.06404555554507935,1,21,2,1
Major companies,r08_r20,r08,r20,both,22,22,17,20,0.07154515632329961,-0.5089399700546481,1.1389691644850488,18,0,12,0,593,4.0,1,-0.041485841859143946,0.05486479856969356,2,21,4,2
Major companies,r08_r21,r08,r21,both,22,22,21,22,0.07677434459904053,-0.4976243540585264,1.0707345633519014,21,0,7,0,623,6.0,0,-0.023563992974474313,0.06229598881770537,0,20,1,0
Major companies,r08_r22,r08,r22,both,22,22,21,22,0.07677434459904053,-0.494253361428849,1.0707345633519014,21,0,7,0,621,6.0,0,-0.026276945294760545,0.060952078321912406,0,21,0,0
Major companies,r08_r23,r08,r23,both,22,22,19,22,0.08495219823752909,-0.5052706001265783,1.1751577421587611,21,0,10,0,608,5.5,0,-0.029156437811801716,0.06392466652527395,1,21,1,0
Major companies,r08_r24,r08,r24,both,22,22,17,19,0.05691865898331938,-0.545056062418999,0.6348710439301664,18,0,0,0,958,20.5,0,-0.05498258247451082,0.034531973169935726,0,17,0,0
Major companies,r09_r00,r09,r00,both,22,22,0,0,-0.1520909136331749,-0.8410436270109873,-0.8424146723792582,0,0,0,0,1441,31.0,0,-0.19918189431417893,-0.1051091805328972,0,0,0,0
Major companies,r09_r01,r09,r01,both,22,22,3,5,-0.08195969640014417,-0.7006028945409037,-0.580161789482281,3,0,0,0,2486,57.0,0,-0.13244493872183288,-0.042621894532486826,0,0,0,0
Major companies,r09_r02,r09,r02,both,22,22,0,1,-0.11913861046708446,-0.7741350525763009,-0.7209465850002197,0,0,0,0,1975,44.0,0,-0.1706452541402757,-0.08802298298663996,0,0,0,0
Major companies,r09_r03,r09,r03,both,22,22,4,6,-0.07031563874198393,-0.6954750955795557,-0.5676417132272584,3,0,0,0,2605,63.0,0,-0.11253254064912138,-0.021412293835346208,0,1,0,0
Major companies,r09_r04,r09,r04,both,22,22,4,5,-0.07737395273787906,-0.7002509578770818,-0.5815864652313814,3,0,0,0,2569,61.0,0,-0.11024488812618477,-0.028812337686831002,0,1,0,0
Major companies,r09_r05,r09,r05,both,22,22,1,5,-0.09120631739597146,-0.7139730410273105,-0.5766671416048275,1,0,0,0,2410,55.0,0,-0.13237103200620876,-0.03770713288240596,0,0,0,0
Major companies,r09_r06,r09,r06,both,22,22,0,0,-0.11304901458628208,-0.766834812076696,-0.741164866143491,0,0,0,0,1307,22.5,0,-0.16155573598487283,-0.06723924421734817,0,1,0,0
Major companies,r09_r07,r09,r07,both,22,22,4,6,-0.06032107289326205,-0.6254600914358375,-0.44522600287485264,4,0,0,0,2098,39.5,0,-0.09853232130350653,-0.009119557842590276,0,5,0,0
Major companies,r09_r08,r09,r08,both,22,22,1,2,-0.0886481153593362,-0.6968069283428875,-0.6148576738768354,0,0,0,0,1772,31.0,0,-0.13383217034444755,-0.046095143311192244,0,5,0,0
Major companies,r09_r09,r09,r09,both,22,22,5,7,-0.04834783553327976,-0.6172056864217681,-0.4129167213029243,4,0,0,0,2170,43.0,0,-0.08593692196830705,0.0,0,0,0,0
Major companies,r09_r10,r09,r10,both,22,22,5,7,-0.053494844917093276,-0.6149731352452116,-0.3635420916790519,4,0,0,0,2148,42.5,0,-0.08780414529513964,-0.0016215192332581507,0,8,0,0
Major companies,r09_r11,r09,r11,both,22,22,5,6,-0.06575418428368451,-0.6297921778540039,-0.4667097137756901,5,0,0,0,2045,37.0,0,-0.10180406442728507,-0.0030254010654101604,0,11,0,0
Major companies,r09_r12,r09,r12,both,22,22,1,1,-0.08368633557184657,-0.6893809256578741,-0.5842923622994027,1,0,1,1,1209,11.5,0,-0.12053340847971084,-0.021783869618173468,0,5,0,0
Major companies,r09_r13,r09,r13,both,22,22,9,11,-0.02138897802025297,-0.5454874986405795,-0.19195099726780684,7,0,0,0,1652,20.0,0,-0.07043714760034003,0.027094762117504445,0,14,0,0
Major companies,r09_r14,r09,r14,both,22,22,4,7,-0.05933951251502079,-0.6052421360305562,-0.4490147078776894,4,0,0,0,1553,17.5,0,-0.09131229887738618,-0.009563441245945714,0,11,0,0
Major companies,r09_r15,r09,r15,both,22,22,9,12,-0.021087512789974616,-0.5155593375888496,-0.15750687427891658,7,0,0,0,1683,20.5,0,-0.05772192289084982,0.027373313595451254,0,19,0,0
Major companies,r09_r16,r09,r16,both,22,22,9,12,-0.021829009368678265,-0.5268256101461803,-0.16790585790102652,7,0,0,0,1676,20.0,0,-0.05329900636859808,0.025925554845737442,0,19,0,0
Major companies,r09_r17,r09,r17,both,22,22,7,13,-0.01858344263047601,-0.5296526696595498,-0.16666887529897284,7,0,0,0,1631,18.5,0,-0.05833538965408103,0.01741170578833373,0,17,0,0
Major companies,r09_r18,r09,r18,both,22,22,7,10,-0.02414493252124661,-0.557091083429623,-0.19828288422783935,7,0,16,0,1245,4.0,1,-0.07310147961736913,0.012345262696376313,1,13,1,1
Major companies,r09_r19,r09,r19,both,22,22,15,18,0.017091119576728042,-0.4369526188016707,0.18217131386231844,14,0,8,0,1359,5.5,1,-0.023257281619589065,0.06454237214191227,1,22,0,0
Major companies,r09_r20,r09,r20,both,22,22,12,17,0.01262278152471541,-0.43965281976378506,0.15255320829521934,12,0,12,0,1326,4.0,0,-0.030280022722958044,0.047949186844088,1,19,0,0
Major companies,r09_r21,r09,r21,both,22,22,13,18,0.017223406422974374,-0.44261656335496347,0.2380408306699261,13,0,7,0,1370,6.0,0,-0.021813375419092895,0.05892467676187935,0,22,0,0
Major companies,r09_r22,r09,r22,both,22,22,13,18,0.014690304622965722,-0.442616563354964,0.2380408306699261,13,0,7,0,1368,6.0,0,-0.024346477219101548,0.060259279029124535,0,22,0,0
Major companies,r09_r23,r09,r23,both,22,22,14,16,0.022544927320317654,-0.41309784222436396,0.2529226671135283,14,0,10,0,1352,5.5,0,-0.02442426605202941,0.06841169877468922,1,21,1,0
Major companies,r09_r24,r09,r24,both,22,22,5,7,-0.053309136142485836,-0.6149731352452116,-0.36230525775366884,4,0,0,0,2152,43.0,0,-0.08780414529513964,-0.0016215192332581507,0,8,0,0
Major companies,r10_r00,r10,r00,both,22,22,0,0,-0.15747458953519416,-0.8604493681064596,-0.8326376270138365,0,0,0,0,1400,31.5,0,-0.19957015250629212,-0.10465416546746231,0,1,0,0
Major companies,r10_r01,r10,r01,both,22,22,2,5,-0.07770838233562771,-0.7099710273970044,-0.5806424354311681,3,0,0,0,2419,57.5,0,-0.1309255033479373,-0.04841075885961493,0,3,0,0
Major companies,r10_r02,r10,r02,both,22,22,0,0,-0.11893944798252731,-0.7764146032948447,-0.7243939635906841,0,0,0,0,1925,43.5,0,-0.17278157041172582,-0.08454830427033122,0,0,0,0
Major companies,r10_r03,r10,r03,both,22,22,3,5,-0.06648883343320017,-0.6779861820737167,-0.539349179246785,3,0,0,0,2537,62.5,0,-0.11487647788158978,-0.026475043336789017,0,1,0,0
Major companies,r10_r04,r10,r04,both,22,22,3,5,-0.06896213489991881,-0.6738327378600738,-0.5406328687314526,3,0,0,0,2501,60.5,0,-0.11150439157162662,-0.025792395807016977,0,1,0,0
Major companies,r10_r05,r10,r05,both,22,22,2,4,-0.08926745354749355,-0.7128440758539246,-0.6127405220395346,1,0,0,0,2345,54.5,0,-0.13565161895110994,-0.04600031615379552,0,1,0,0
Major companies,r10_r06,r10,r06,both,22,22,0,0,-0.11437875681364196,-0.7722647362077233,-0.7480622992985677,0,0,0,0,1268,23.0,0,-0.1688673128576772,-0.07674236417707969,0,1,0,0
Major companies,r10_r07,r10,r07,both,22,22,4,6,-0.05536383554985691,-0.6237798970429094,-0.4013952093030667,4,0,0,0,2040,39.0,0,-0.09826735963531841,-0.010705386295383312,0,8,0,0
Major companies,r10_r08,r10,r08,both,22,22,1,2,-0.08643465411981516,-0.6973746363418469,-0.6219381467601041,0,0,0,0,1723,31.5,0,-0.13424242518660207,-0.04272606713343957,0,4,0,0
Major companies,r10_r09,r10,r09,both,22,22,5,6,-0.05320283862276748,-0.6151356732316356,-0.4119271035276366,5,0,0,0,2112,42.5,0,-0.08409441374433696,0.001626742248386659,0,14,0,0
Major companies,r10_r10,r10,r10,both,22,22,5,6,-0.05237533650042725,-0.6091937852741185,-0.4091731357204946,5,0,0,0,2090,42.0,0,-0.08787700129041137,0.0,0,0,0,0
Major companies,r10_r11,r10,r11,both,22,22,4,6,-0.06271025263519814,-0.6316747572844801,-0.4952629379892698,5,0,0,0,1988,37.0,0,-0.1010951632432,-0.006264103945549049,0,9,0,0
Major companies,r10_r12,r10,r12,both,22,22,1,1,-0.07829844796655783,-0.6899622620116417,-0.59077665010233,1,0,1,1,1162,11.5,0,-0.117146694571589,-0.017496465303634245,0,3,0,0
Major companies,r10_r13,r10,r13,both,22,22,6,11,-0.01461264516848687,-0.5522133953332901,-0.1848084466341715,6,0,0,0,1593,20.0,0,-0.06994611593200378,0.020171100125635333,0,15,0,0
Major companies,r10_r14,r10,r14,both,22,22,4,7,-0.05358654874853913,-0.6017916927766502,-0.4310557453957934,5,0,0,0,1500,17.5,0,-0.0946356909657517,-0.012336110277065493,0,10,0,0
Major companies,r10_r15,r10,r15,both,22,22,7,11,-0.016890442073783762,-0.5184030768085335,-0.16302769777833337,8,0,0,0,1624,20.5,0,-0.05846532521185488,0.0306979798003294,0,18,0,0
Major companies,r10_r16,r10,r16,both,22,22,8,11,-0.017630612107150667,-0.5144439401915946,-0.18501284319019207,7,0,0,0,1617,20.0,0,-0.0532628634665554,0.029738456598844887,0,19,0,0
Major companies,r10_r17,r10,r17,both,22,22,7,12,-0.01319752694023224,-0.5327192829968697,-0.18452643805204666,7,0,0,0,1573,18.5,0,-0.05889256386192232,0.020833760859717998,0,18,0,0
Major companies,r10_r18,r10,r18,both,22,22,5,11,-0.020296468036044624,-0.5662810851650841,-0.2325318378069749,5,0,16,0,1192,4.0,1,-0.07633034347539946,0.008464055037666673,1,12,1,1
Major companies,r10_r19,r10,r19,both,22,22,14,18,0.019546686709551953,-0.42378462233193376,0.16318150903247286,14,0,8,0,1300,5.5,1,-0.023533647879352526,0.07172489832987566,1,22,2,0
Major companies,r10_r20,r10,r20,both,22,22,12,17,0.010192064773243859,-0.44359097690043936,0.0555110450254539,14,0,12,0,1268,4.0,0,-0.030752446375663267,0.04180171809187161,1,20,2,0
Major companies,r10_r21,r10,r21,both,22,22,15,17,0.016482870612469003,-0.43282584779435657,0.10178933494594689,14,0,7,0,1311,6.0,0,-0.02220894274713031,0.05852540178782606,0,22,0,0
Major companies,r10_r22,r10,r22,both,22,22,15,17,0.017966107251030206,-0.4328258477943565,0.16537341065469158,14,0,7,0,1309,6.0,0,-0.02476958083574593,0.05985463162980148,0,22,0,0
Major companies,r10_r23,r10,r23,both,22,22,14,16,0.025832518725413478,-0.403176523679554,0.22293906868597213,15,0,10,0,1293,5.5,0,-0.0244210476436435,0.06699596071874209,1,21,2,0
Major companies,r10_r24,r10,r24,both,22,22,5,6,-0.05218751324956428,-0.6091937852741185,-0.4091731357204946,5,0,0,0,2094,42.5,0,-0.08787700129041143,0.0,0,4,0,0
Major companies,r11_r00,r11,r00,both,22,22,0,0,-0.14035519883553432,-0.81083890282884,-0.7844941996422092,0,0,0,0,1189,28.0,0,-0.20695760807238345,-0.12233946429410109,0,0,0,0
Major companies,r11_r01,r11,r01,both,22,22,5,8,-0.03256835092778193,-0.6269685854444702,-0.3454845245605423,5,0,0,0,2019,50.0,0,-0.11526100721794569,-0.017114812468224938,0,5,0,0
Major companies,r11_r02,r11,r02,both,22,22,1,2,-0.09323830046286469,-0.7117039044715829,-0.6501293506673103,1,0,0,0,1660,38.5,0,-0.17029554444207606,-0.07097699227956783,0,0,0,0
Major companies,r11_r03,r11,r03,both,22,22,6,10,-0.0257194037787129,-0.6081662825305738,-0.3036127126133227,6,0,0,0,2118,53.5,0,-0.10032502675190302,-0.006838763041816132,0,9,0,0
Major companies,r11_r04,r11,r04,both,22,22,6,10,-0.02935811677646566,-0.6025891171767339,-0.32429915331060205,8,0,0,0,2089,52.0,0,-0.09934855738294629,-0.001841871624529201,0,11,0,0
Major companies,r11_r05,r11,r05,both,22,22,6,8,-0.03758587744219499,-0.6310835541684234,-0.4331267745410801,6,0,0,0,1960,47.0,0,-0.12154147969427254,-0.02079705258999187,0,3,0,0
Major companies,r11_r06,r11,r06,both,22,22,0,0,-0.09963817051982693,-0.7578163214164658,-0.6883994939011931,0,0,0,0,1095,21.5,0,-0.1829646039011512,-0.09998478202999228,0,1,0,0
Major companies,r11_r07,r11,r07,both,22,22,6,9,-0.02402768031268976,-0.5750416308539936,-0.27914463893907904,7,0,0,0,1759,38.0,0,-0.10271677912614435,-0.004409219987172142,0,10,0,0
Major companies,r11_r08,r11,r08,both,22,22,2,4,-0.07306629257465413,-0.6504443950107035,-0.5435108540493938,3,0,0,0,1501,31.0,0,-0.13702471465579136,-0.050114579853546615,0,1,0,0
Major companies,r11_r09,r11,r09,both,22,22,6,14,-0.010886188243437511,-0.5603892534997228,-0.16978245844263512,8,0,0,0,1829,41.5,0,-0.08499022382472754,0.009541330308715512,0,12,0,0
Major companies,r11_r10,r11,r10,both,22,22,7,14,-0.00732448434754196,-0.5464695811241946,-0.15039676229536175,9,0,0,0,1810,41.0,0,-0.0883253335544339,0.007993735214730457,0,13,0,0
Major companies,r11_r11,r11,r11,both,22,22,8,13,-0.008534508843392963,-0.5778262532642511,-0.17764948226421257,9,0,0,0,1716,36.0,0,-0.10113297126662918,0.0,0,0,0,0
Major companies,r11_r12,r11,r12,both,22,22,2,3,-0.05791205117742859,-0.6394772200899268,-0.4996925736231658,3,0,1,1,974,11.5,0,-0.14893631156140252,-0.034018748664089216,0,5,0,0
